"Id","Name","Parent","File","Components"
"TimerGrenadeBase","","GrenadeBase","Resources\Prototypes\Entities\Objects\Weapons\Throwable\base_grenades.yml","TriggerOnUse,TimerTrigger,Destructible,GenericVisualizer"
"TimerTrigger","timer trigger","BaseItem","Resources\Prototypes\Entities\Objects\Devices\Electronics\triggers.yml","Sprite,Item,StaticPrice,PayloadTrigger,TriggerOnUse,TimerTrigger"
"ToyIan","ian toy","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,Clothing,Item,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,MeleeWeapon,Edible,FoodSequenceElement"
"ToyMouse","mouse toy","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,Edible,MeleeWeapon,Clothing,FoodSequenceElement"
"ToyNuke","nuke toy","BaseFigurine","Resources\Prototypes\Entities\Objects\Fun\Figurines\figurines.yml","Sprite,Clothing,Tag,UseDelay,EmitSoundOnTrigger"
"ToyRubberDuck","rubber ducky","BaseRubberToy","Resources\Prototypes\Entities\Objects\Fun\sound_maker.yml","Sprite,Clothing,Item,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,MeleeWeapon,Tag"
"TrainingBomb","training bomb","BaseHardBomb","Resources\Prototypes\Entities\Structures\Machines\bombs.yml","Wires,Sprite,GenericVisualizer,PointLight,Explosive,Defusable"
"TrashBananaPeelExplosive","","TrashBananaPeel","Resources\Prototypes\Entities\Objects\Weapons\Bombs\funny.yml","Sprite,TriggerOnSlip,ExplodeOnTrigger,Explosive,DeleteOnTrigger,AnimationPlayer,Damageable,Destructible,Tag"
"Turnstile","turnstile","BaseStructure","Resources\Prototypes\Entities\Structures\Doors\turnstile.yml","Sprite,AnimationPlayer,Fixtures,MeleeSound,InteractionOutline,Turnstile,Appearance,Damageable,Destructible,AccessReader,Construction,Sprite,TimedDespawn,Tag"
"VendingMachine","vending machine","BaseMachinePowered","Resources\Prototypes\Entities\Structures\Machines\vending_machines.yml","ActionGrant,StationAiWhitelist,AmbientOnPowered,AmbientSound,Sprite,Physics,Transform,Fixtures,Destructible,Repairable,ActivatableUI,ActivatableUIRequiresPower,UserInterface,WiresPanel,Wires,Anchorable,TypingIndicator,Speech,Vocalizer,VocalizerRequiresPower,SpookySpeaker,IntrinsicRadioReceiver,ActiveRadio,DoAfter,Electrified,PointLight,LitOnPowered,ApcPowerReceiver,Actions,SentienceTarget,StaticPrice,Appearance,WiresVisuals"
"VendingMachineWallmount","vending machine","BaseWallmountMachine","Resources\Prototypes\Entities\Structures\Machines\vending_machines.yml","StationAiWhitelist,AmbientOnPowered,AmbientSound,Destructible,Repairable,ActivatableUI,ActivatableUIRequiresPower,UserInterface,WiresPanel,Wires,PointLight,LitOnPowered,Appearance,WiresVisuals,Electrified,Rotatable"
"VirtualBeamEntityController","BEAM ENTITY YOU SHOULD NOT SEE THIS","","Resources\Prototypes\Entities\Virtual\beam.yml","Beam,TimedDespawn,Tag"
"voicesensor","voice sensor","BaseItem","Resources\Prototypes\Entities\Objects\Devices\Electronics\misc_linking_utilities.yml","Sprite,StaticPrice,DeviceLinkSource,SignalOnTrigger,TriggerOnVoice,UseDelayOnTrigger,UseDelayTriggerCondition,UseDelay,EmitSoundOnTrigger,DeviceNetwork,WirelessNetworkConnection"
"WallForce","force wall","","Resources\Prototypes\Entities\Structures\Walls\walls.yml","TimedDespawn,Tag,Physics,Fixtures,Airtight,Sprite,Icon"
"WallInvisible","invisible wall","","Resources\Prototypes\Entities\Structures\Walls\walls.yml","TimedDespawn,Tag,Physics,Fixtures,Airtight"
"WallSpawnAsteroid","","","Resources\Prototypes\Entities\Effects\wallspawn.yml","Transform,InteractionOutline,Physics,Sprite,Fixtures,TimedDespawn,SpawnOnDespawn"
"WatcherBolt","watcher bolt","BaseBullet","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","FlyBySound,Sprite,Ammo,Physics,Fixtures,Projectile,TimedDespawn,ChangeTemperatureOnCollide"
"WeaponArcBite","","WeaponArcStatic","Resources\Prototypes\Entities\Effects\weapon_arc.yml","WeaponArcVisuals,Sprite,TimedDespawn"
"WeaponArcClaw","","WeaponArcStatic","Resources\Prototypes\Entities\Effects\weapon_arc.yml","WeaponArcVisuals,Sprite,TimedDespawn"
"WeaponArcDisarm","","WeaponArcAnimated","Resources\Prototypes\Entities\Effects\weapon_arc.yml","WeaponArcVisuals,Sprite,TimedDespawn"
"WeaponArcKick","","WeaponArcStatic","Resources\Prototypes\Entities\Effects\weapon_arc.yml","WeaponArcVisuals,Sprite,TimedDespawn"
"WeaponArcPunch","","WeaponArcStatic","Resources\Prototypes\Entities\Effects\weapon_arc.yml","WeaponArcVisuals,Sprite,TimedDespawn"
"WeaponArcSmash","","WeaponArcStatic","Resources\Prototypes\Entities\Effects\weapon_arc.yml","WeaponArcVisuals,Sprite,TimedDespawn"
"WeaponArcStatic","","","Resources\Prototypes\Entities\Effects\weapon_arc.yml","TimedDespawn,Sprite,EffectVisuals,WeaponArcVisuals,Tag"
"WeaponGauntletGorilla","G.O.R.I.L.L.A. gauntlet","BaseItem","Resources\Prototypes\Entities\Objects\Specific\Research\anomaly.yml","Sprite,Item,MeleeWeapon,CorePoweredThrower,MeleeThrowOnHit,ItemSlots,ContainerContainer,DamageOnAttackedProtection"
"WeaponTurretSyndicateDisposable","disposable ballistic turret","BaseWeaponBallisticTurret","Resources\Prototypes\Entities\Objects\Weapons\Guns\Turrets\turrets_ballistic.yml","NpcFactionMember,Destructible,Gun,BallisticAmmoProvider,Construction,Repairable,TriggerOnEmptyGunshot,ExplodeOnTrigger,Explosive"
"WeldingFuelTank","fuel tank","[StorageTank, StructureWheeled]","Resources\Prototypes\Entities\Structures\Storage\Tanks\tanks.yml","StaticPrice,Sprite,Appearance,SolutionContainerVisuals,ExaminableSolution,ReagentTank,DamageOnToolInteract,PacifismDangerousAttack,Explosive"
"WeldingFuelTankHighCapacity","high-capacity fuel tank","[StorageTankBig, WeldingFuelTank] # StorageTankBig must come first, or else the desnity won't get inherited.","Resources\Prototypes\Entities\Structures\Storage\Tanks\tanks.yml","StaticPrice,Sprite,SolutionContainerVisuals,SolutionContainerManager,Explosive"
"WetFloorSignMineExplosive","","WetFloorSign","Resources\Prototypes\Entities\Objects\Specific\Janitorial\janitor.yml","StepTrigger,CollisionWake,Physics,Fixtures,LandMine,Explosive,ExplodeOnTrigger,DeleteOnTrigger,TimerTrigger,TriggerOnVerb,Tag"
"WH40KExplosionEffectDebris","","","Resources\Prototypes\_WH40K\Entities\Effects\explosion_visuals.yml","TimedDespawn,Sprite,EffectVisuals,Tag"
"WH40KExplosionEffectShockWave","","","Resources\Prototypes\_WH40K\Entities\Effects\explosion_visuals.yml","TimedDespawn,WH40KExplosionShockWave"
"WH40KInflatableDoorImperium","imperium inflatable door","InflatableDoor","Resources\Prototypes\_WH40K\Entities\Structures\Misc\inflatable_wall.yml","Sprite,Damageable,Destructible,DisassembleOnAltVerb,TimedDespawn"
"WH40KInflatableWallImperium","imperium inflatable wall","InflatableWall","Resources\Prototypes\_WH40K\Entities\Structures\Misc\inflatable_wall.yml","Sprite,Damageable,Destructible,DisassembleOnAltVerb,TimedDespawn"
"WH40KMissionAirdropParachute","","","Resources\Prototypes\_WH40K\Entities\Effects\mission_runtime.yml","TimedDespawn,Transform,Sprite,PointLight,Tag"
"WH40KMissionCargoCrate","high-value cargo crate","CrateGenericSteel","Resources\Prototypes\_WH40K\Entities\Effects\mission_runtime.yml","TimedDespawn,EntityTableContainerFill,NavMapBeacon,PointLight,WH40KTacticalFultonTarget"
"WH40KMissionCargoCrateDelivery","strategic cargo container","CrateGenericSteel","Resources\Prototypes\_WH40K\Entities\Effects\mission_runtime.yml","TimedDespawn,PointLight,WH40KTacticalFultonTarget"
"WH40KMortarShellHE","80mm HE mortar shell","WH40KMortarShellBase","Resources\Prototypes\_WH40K\Entities\Objects\Weapons\mortars.yml","Item,Sprite,WH40KMortarShell,Explosive"
"WH40KObjectiveBase","wh40k-objective-base-name","BaseStructure","Resources\Prototypes\_WH40K\Entities\Structures\objectives.yml","Sprite,Appearance,WH40KAlwaysShowHealthBar,Fixtures,GenericVisualizer,InteractionOutline,Damageable,MobState,MobThresholds,WH40KObjective,TimerTrigger,EmitSoundOnTrigger,SpawnOnTrigger"
"WH40KOrbitalStrikeMarker","","","Resources\Prototypes\_WH40K\Entities\Effects\orbital_bombardment.yml","TimedDespawn,Transform,Sprite,PointLight"
"WH40KSignalFlareMarker","signal flare marker","","Resources\Prototypes\_WH40K\Entities\Effects\signal_flare.yml","TimedDespawn,Transform,Sprite,PointLight,WH40KMissionObjectiveVisual,WH40KSignalFlareTarget,Tag"
"WH40KSupplyDropAmmoCrate","frontline ammo crate","CrateGenericSteel","Resources\Prototypes\_WH40K\Entities\Structures\specific\supply_drop.yml","TimedDespawn,EntityTableContainerFill"
"WH40KVoxSupplyDropCrate","","CrateGenericSteel","Resources\Prototypes\_WH40K\Entities\Structures\specific\supply_drop.yml","TimedDespawn"
"WH40KWhistlePulseMarkerBase","","","Resources\Prototypes\_WH40K\Entities\Effects\whistle.yml","TimedDespawn,Transform,Sprite,PointLight,WH40KMissionObjectiveVisual,Tag"
"WHBlackIceCrust","black ice crust","IceCrust","Resources\Prototypes\_WH40K\Entities\Effects\weather_hazards.yml","TimedDespawn,Sprite"
"WHBulletPlasmaPistol","","BaseBulletTrigger","Resources\Prototypes\_WH40K\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","Sprite,ExplodeOnTrigger,Explosive,TimedDespawn,PointLight"
"WHBulletPlasmaRifle","","BaseBulletTrigger","Resources\Prototypes\_WH40K\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","Sprite,ExplodeOnTrigger,Explosive,TimedDespawn,PointLight"
"WHBulletPlasmaSentine","","BaseBulletTrigger","Resources\Prototypes\_WH40K\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","Sprite,ExplodeOnTrigger,Explosive,TimedDespawn,PointLight"
"WhistleExclamation","exclamation","","Resources\Prototypes\Entities\Effects\exclamation.yml","Sprite,Transform,TimedDespawn,Tag"
"WhiteholeGrenade","whitehole grenade","SingularityGrenade","Resources\Prototypes\Entities\Objects\Weapons\Throwable\grenades.yml","Sprite,TimerTrigger,EmitSoundOnTrigger,AnchorOnTrigger,TwoStageTrigger,AmbientSound,GravityWell,SingularityDistortion,PointLight,EmitSoundOnTrigger,DeleteOnTrigger,StaticPrice"
"WiredDetonator","detonator cap","EmptyDetonator","Resources\Prototypes\Entities\Objects\Weapons\Bombs\detonator.yml","Explosive,ExplodeOnTrigger,Sticky"
"XenoArtifactBoom","","BaseOneTimeXenoArtifactEffect","Resources\Prototypes\XenoArch\effects.yml","XAETriggerExplosives,Explosive"
"XenoArtifactExplosionScary","","BaseOneTimeXenoArtifactEffect","Resources\Prototypes\XenoArch\effects.yml","XAETriggerExplosives,Explosive"
"XenoborgExtractor","xenoborg extractor","[BaseMachine, BaseXenoborgContraband]","Resources\Prototypes\Entities\Structures\Power\xenoborg_extractor.yml","Physics,Transform,AnchorOnlyOnStation,Sprite,Appearance,GenericVisualizer,Destructible,Explosive,NodeContainer,LightningTarget,Electrified,Battery,ExaminableBattery,PowerConsumerBatteryCharger,PowerConsumer,VoltageToggler,SpawnOnBatteryLevel"
